CONTENTID,CONTENTTYPEID,ADDR1,FIRSTIMAGE,OVERVIEW,TITLE,HOMEPAGE,ZIPCODE,TELNO
127490,12,제주특별자치도 제주시 한림읍 한림로 329-10,http://tong.visitkorea.or.kr/cms/resource/73/218873_image2_1.jpg,"협재해수욕장은 제주시 서쪽 32km 거리의 한림공원에 인접해 있다.  조개껍질가루가 많이 
 섞인 백사장과 앞 바다에 떠 있는 비양도, 코발트 빛깔의 아름다운 바다와 울창한 소나무숲이 한데 어우러진 풍광이 매우 아름답다.  백사장의 길이 약 200m, 폭은 60m, 평균수심
 1.2m, 경사도 3~8도로서 수심이 얕고 경사가 완만하여 가족 단위의 해수욕장으로 적합하다. 
 또한 각종 편의시설이 잘 갖추어져 있으며 소나무 숲에서는 야영도 가능하다.
 이 해수욕장의 남서쪽 해안은 금릉해수욕장과 이어져 있는데, 주민들은 두 해변을 합쳐 협재해수욕장이라고도 부른다.
<br /><br />
 해수욕장 내에는 탈의실, 샤워실, 휴게소, 식수대, 화장실 등 각종 편의시설이 있어 이용하기에도 편리하다. 또 해수욕장 주변에는 짙은 송림이 있어 야영과 산림욕을 즐길 수 있고,
 전복과 소라가 많이 잡히기 때문에 싱싱한 해산물을 마음껏 맛볼 수 있다.
 멀지 않은 곳에는 한림공원과 협재굴, 명월대, 황룡사, 영각사 등이 있어 해수욕과 함께 주변을 둘러볼 수 있으며 특히 해수욕장 정면에 보이는 비양도의 모습은 맑고 깨끗한 해수와 어울려 아름다운 풍광을 연출하며 이곳에서 바라보는 낙조 또한 아름답다.<br>",협재해변,"제주 문화관광 <a href=""http://www.jejutour.go.kr"" target=""_blank"" title=""새창 : 제주 문화관광 사이트로 이동"">http://www.jejutour.go.kr</a>",63011,
128793,12,제주특별자치도 서귀포시 안덕면 사계리,http://tong.visitkorea.or.kr/cms/resource/30/197730_image2_1.jpg,"형제섬은 산방산 바로 앞에서 내려다보이는 무인도로. 사계리 포구에서 남쪽으로 1.5km 떨어진 지점에 있으며, 크고 작은 섬이 마치 형제처럼 마주하며 떠 있다.
 길고 큰 섬을 본섬, 작은 섬은 옷섬이라 불렀다. 본섬에는 작은 모래사장이 있으며 옷섬에는 주상절리층이 일품이다. 바다에 잠겨있다가 썰물 때면 모습을 드러내는 새끼 섬과 암초들이 있어서 보는 방향에 따라 섬의 개수가 3~8개로, 그 모양도 마치 착각처럼 변하기도 한다. 이런 까닭에 일출.일몰 시 사진촬영 장소와 최고의 낚시포인트로도 유명하다.
 형제섬의 수중 아치는 다이버들에게 잘 알려져 있으며 해송, 연산호, 군락과 함께 자리돔, 줄도화돔 떼들의 유영이 만들어내는 비경을 즐길 수 있다. <br>",형제섬,,699-822,
1836883,32,제주특별자치도 제주시 서광로 278,,"제주시의 중심가에 위치한 호스텔린든은 제주공항에서 차로10분, 제주시외버스터미널에서 5분 거리에 있어 늦은 시간에 도착하거나 아침 일찍 출발하시는 여행객들에게 안성맞춤이다.  아침에는 간단한 조식도 무료로 제공되며 약간의 요금을 지불한다면 세탁과 건조까지 가능하다.  제주 사정에 밝은 직원에게 자세한 제주여행 안내를 받을 수 있고 제주시내권역과 김녕, 성산, 표선, 남원등 제주도 동부지역방면으로의 편리한 이동이 가능하다.",호스텔 린든 [우수숙박시설 굿스테이],,63207,064-756-5506
142974,32,제주특별자치도 제주시 신광로 87,http://tong.visitkorea.or.kr/cms/resource/54/1371654_image2_1.jpg," 

바다와 한라산이 한눈에 내려다보이는 위치에 객실과 훌륭한 편의시설, 넓은 주차장을 완비하고 있는 호텔뉴크라운은 공항과 관광명소, 스포츠 시설들과 아주 가깝게 위치하고 있다. <br />

웨딩홀에서는  결혼식을 위해 호텔뉴크라운 예식부에서 모든 준비를 하고 예비 신혼부부를 기다리고 있다. 이 밖에도 연회장에서는 기억에 남을 만한 연회를 연출하고 서비스를 제공한다.<br />
 
사우나, 체력장, 수면실, 휴게실, 이·미용실 등은 최신식으로 설계되어 여행에서 쌓인 피로를 씻어낼 수 있다. 또한 토산품점, 나이트클럽, 단란주점, 스포츠마사지실, 칵테일바 등도 마련되어 있다.

<br>",호텔 뉴크라운,,63133,064-742-1001
2411625,32,제주특별자치도 제주시 서부두2길 20,http://tong.visitkorea.or.kr/cms/resource/16/2411516_image2_1.jpg,"호텔 리젠트마린 더 블루는 제주시 탑동광장 앞에 위치한 총 327실의 규모의 호텔이다. 객실 내에서 푸른 빛깔의 바다를 볼 수 있으며, 인근에 제주 최대의 횟집 단지가 자리하고 있다.",호텔 리젠트마린 더 블루,,63276,064-717-5000
142958,32,제주특별자치도 서귀포시 중문관광로72번길 53,http://tong.visitkorea.or.kr/cms/resource/64/1934064_image2_1.jpg,"중문 관광단지 내 최고급 호텔 및 해안산책로에 인접해 있는 제주 하나호텔은 경제적이면서 깔끔한 호텔로 자리매김하고 있다. 또한 한라산과 중문 CC, 그리고 푸른 바다와 함께 계절 따라 변화하는 제주의 정취를 황홀하게 느낄 수 있다.<br>",호텔 하나,,63535,064-738-7001~11
659161,32,제주특별자치도 제주시 제원1길 19,http://tong.visitkorea.or.kr/cms/resource/20/1157720_image2_1.jpg,"제주시 연동에 위치한 호텔EJ는 5층 규모의 건물로 2009년 리모델링을 통해 새롭게 단장하여 깨끗한 시설을 갖추고 있다. 객실은 일반 침대룸, 한실, 스위트룸으로 구분되어 있으며 내부 인테리어가 쾌적하고 안락한 분위기를 연출한다. 특히 전객실에는 대형 TV가 설치되어 있고 인터넷 전용선이 연결된 PC 등이 있어 비즈니스 고객이 이용하기에도 좋다. 제주공항에서 2km 이내의 거리에 위치하여 교통이 편리하고 많은 시내버스가 호텔 앞을 경유한다. 또 주변에 먹자골목이 있어 제주의 향토음식 및 유명 먹거리를 맛볼 수 있다. <br>",호텔EJ [우수숙박시설 굿스테이],,63129,064-712-7880~2
1979715,32,제주특별자치도 제주시 삼무로 14,http://tong.visitkorea.or.kr/cms/resource/95/1979695_image2_1.jpg,공항에서 5분 거리에 위치한 호텔 레오는 객실 및 호텔 전역에 220여 점의 미술작품이 전시된 갤러리 호텔로서 고급 자재 및 거위털 침구류 등을 사용하여 편안한 잠자리를 제공한다.<br>,호텔레오,,63129,064-754-7000
1898255,32,제주특별자치도 제주시 삼무로1길 10-7,,"호텔제이엠은 제주공항에서 차로 8분거리, 신제주 중심가에 위치하고 있다. 도시의 인기 명소까지 이동하기 쉬운 곳에 자리 잡고 있다.
<br>",호텔제이엠(JM),,63125,064-747-6767
126465,12,제주특별자치도 서귀포시 성산읍 혼인지로 39-22,,"삼성혈에서 태어난 탐라의 시조 고.양.부 3신이 수렵생활을 하며 지내다가 동쪽나라(벽랑국)에서 온 세 공주와 합동혼례를 올렸다는 조그마한 연못이다. 
 얕고 작은 연못에 불과하지만,  삼신인이 이곳에서 혼례를 올림으로써 비로소 제주민이 
 늘어나고 농사가 시작되었다 한다.  <br />혼인지 바로 옆에는 삼신인이 혼례를 올린 후 신방을 차렸던 조그만 굴이 있는데, 그 굴이 세 갈래로 되어 있어 순전히 전설만은 아닌 듯하다. 
 이곳은 삼성혈과 함께 제주도 시조의 자취를 더듬어 보기 좋은 곳으로 여름철에 피어나는 붉은 연꽃은 노을처럼 곱기만 하다.
 <br>",혼인지,"제주 문화관광 <a href=""http://www.jejutour.go.kr"" target=""_blank"" title=""새창: 제주시 문화관광 홈페이지로 이동"">http://www.jejutour.go.kr</a> <br />
혼인지(다음카페) <a href=""http://cafe.daum.net/honinzi"" target=""_blank"" title=""새창: 혼인지 다음카페로 이동"">http://cafe.daum.net/honinzi</a>",63633,
1936000,12,제주특별자치도 서귀포시 성산읍 혼인지로 39-22,,"혼인지(婚姻池)는 온평리 마을에 있는 작은 연못으로 제주민의 시조인 세 신인(神人)이 이 연못에서 혼례를 치르고 나서야 제주가 흥하게 되었다는 전설을 가지고 있다. 이 전설 덕분에 온평리는 혼인지 마을로 불리게 되었고 현재처럼 전통혼례 체험을 운영하게 되었다. 전통혼례복을 입어 볼 수 있을 뿐만 아니라 과거에 치르던 혼인식을 그대로 재현해보는 체험도 있어 가족단위, 연인단위로 방문하면 더 재밌다. 어딜 가나 관광객으로 붐비는 제주도에서 한적하게 산책하며 기억에 남는 체험을 해볼 수 있는 매력적인 곳이다.<br />
[먹거리] 전복죽, 성게칼국수<br>",혼인지마을,"제주 문화관광 <a href=""http://www.jejutour.go.kr"" target=""_blank"" title=""새창: 제주시 문화관광 홈페이지로 이동"">http://www.jejutour.go.kr</a> <br />
혼인지(다음카페) <a href=""http://cafe.daum.net/honij"" target=""_blank"" title=""새창: 혼인지 다음카페로 이동"">http://cafe.daum.net/honij</a>",63633,
126443,12,제주특별자치도 서귀포시 안덕면 화순해안로 69,http://tong.visitkorea.or.kr/cms/resource/38/197738_image2_1.jpg,"이 해수욕장은 99,174m²(3만여평)의 검은 모래밭이 펼쳐진 곳으로 주변에 천혜의 자연조건을 가지고 있다.
 산방산, 용머리해안과 가깝고 남서쪽 앞바다에는 형제도, 마라도, 가파도가 떠 있어 자연경관이 매우 아름다운 해수욕장이다.            
 게다가 해변 한쪽에는 용천수가 풍부하게 솟아나기 때문에 담수욕도 즐길 수 있다. 
 안덕면 소재지인 화순리에 있어서 교통, 숙박, 매점, 음식점 등의 편의 시설이 풍부하다는 점도 빼놓을 수 없다.<br />   
 ※ 규모 - 길이 250m, 너비 80m, 평균 수심 1.2m, 경사도 5도
 <br>",화순 금모래 해변,"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63530,
1890901,12,제주특별자치도 제주시 한경면 녹차분재로 594-1,http://tong.visitkorea.or.kr/cms/resource/28/1888628_image2_1.jpg,"곶자왈은 제주의 천연 원시림으로, 용암이 남긴 신비한 지형 위에서 다양한 동식물이 함께 살아가는 독특한 생태계가 유지되는 보존 가치가 높은 지역을 말한다. 여름에는 시원하고 겨울에는 따듯하여 세계에서 유일하게 북방한계식물과 남방한계식물이 공존하는 곳이다.<br>",환상숲 곶자왈공원,"제주 환상숲 <a href=""http://jejupark.co.kr"" target=""_blank"" title=""새창 : 제주 환상숲 홈페이지로 이동"">http://jejupark.co.kr</a>",63005,064-772-2488
723744,39,제주특별자치도 서귀포시 대정읍 칠전로 434,http://tong.visitkorea.or.kr/cms/resource/63/725863_image2_1.jpg,"'황금능(황금 언덕)'을 중국식으로 발음한 황금륭버거는 2003년에 개업한 이래 꾸준히 입소문을 타서 방송에만 5차례나 나올 정도로 유명해진 웰빙 허브 버거 전문점이다. 한적한 도로가에 위치한 건물은 2층 통나무 오두막으로 지어져 외관부터가 독특하다. 버거에 들어가는 소스의 원료로 쓰이는 허브는 가게 앞 넓은 텃밭에서 직접 재배하여 사용하며, 허브를 건조하여 허브차로도 판매하고 비누와 향초도 직접 제작한다. 황금륭버거의 주인이 7년간의 시행착오 끝에 개발한 메뉴인 황금륭 버거에 들어가는 패티는 제주산 흑돼지의 맛있는 부위로만 골라 숙성시켜 육질이 연하고 담백하며 허브향이 잡냄새를 없애 향긋하고 맛있다. 또한 백련초, 구아바, 사과, 배, 귤 등을 7~8개월 정도 발효시킨 소스를 이용하며 계절별로 재료에 따라 바뀐다.
<br>",황금륭버거,,63501,064-773-0097
686399,39,제주특별자치도 제주시 사장길 14,http://tong.visitkorea.or.kr/cms/resource/97/689597_image2_1.jpg, 제주시 연동에 위치한 황금어장은 제주의 토속음식을 판매하는 음식점이다. 아침식사가 가능하고 코스메뉴부터 일품메뉴까지 다양한 메뉴를 즐길 수 있다.<br>,황금어장,,63133,064-748-8989
2032460,12,제주특별자치도 서귀포시 제주 서귀포시 서홍동 766-1,http://tong.visitkorea.or.kr/cms/resource/77/2023677_image2_1.jpg,황우지해안은 제주도의 대표적인 관광명소 가운데 하나인 외돌개에서 도보로 5분 정도면 닿는 거리에 있다. 평소에도 수많은 관광객이 들락거리지만 검은 현무암이 마치 요새처럼 둘러쳐진 황우지해안은 마음먹고 찾지 않는 이상 쉽게 눈에 띄지 않는다. 올레 7코스 시작점 표식 사이로 난 길을 따라 내려가면 황우지해안 전적비가 서 있는 바닷가 절벽에 닿는다. 황우지해안은 예전 무장공비가 침투해 전투를 벌였던 곳이기도 하다. <br>,황우지해안,"제주 문화관광 <a href=""http://www.jejutour.go.kr"" target=""_blank"" title=""새창: 제주 문화관광 홈페이지로 이동"">http://www.jejutour.go.kr</a>",63594,
1890872,12,제주특별자치도 서귀포시 성산읍 일주동로,,"전사면에 부분적으로 삼나무가 조림되어 있고 그외 지역은 풀밭을 이루고 있다. 산 모양이 뒤로 굽어 있다는 데서 붙여진 이름이라 하며 한자로는 뜻을 빌어 後曲岳, 後俯岳, 九分岳 등으로 표기하고 있다. 궁대악, 돌미, 낭끼, 좌보미 등전장 600m의 등성마루가 구부러지며 화구를 감싸안고 서 서남향으로 벌어진 말굽형 화구로 초승달 모양을 이루고 있다. 화산체 형성 당시 원형 분화구에서 서쪽부분이 침식되어 없어진 형태로 보인다.<br />
(표고 : 206.2m 비고 : 36m 둘레 : 1,188m 면적 : 54,168㎡ 저경 : 389m)<br>",후곡악,"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63639,
2406279,32,제주특별자치도 제주시 애월읍 부룡수길 38-24,,"후아힌제주는 고객들에게 완벽한 프라이버시를 제공하고자 디자인, 건축된 펜션이다. 전 객실이 독채로 이루어져 있으며, 테라스 풀 및 스파를 보유하고 있다.  마치 태국에 온 듯한 이국적인 분위기가 압도적이며 2016년 신규 오픈해 시설이 대체적으로 깔끔하다.",후아힌제주 풀빌라,,63047,064-799-1240
583141,32,제주특별자치도 서귀포시 성산읍 섭지코지로 107,,"천혜의 자연과 비일상의 즐거움이 공존하는 휘닉스 제주 섭지코지는 숙박, 휴양, 레져, 문화가 공존하는 친환경 해양 종합리조트로, 리조트 면적만 66만㎡로 바다를 향해 호리병 모양으로 뻗어 있는 섭지코지 전체를 아우르는 규모로 세계자연문화유산 성산일출봉과 마주하고 있다. 세계적인 건축거장 안도다다오가 직접 설계한 글라스하우스, 지니어스로사이 및 마리오보타의 아고라 등 현대 건축 작품들을 만날 수 있다. 콘도미니엄은 34평형 실, 54평형 실 등 총 300실로 구성되어 있으며 실내.외 수영장과 해양레포츠센터, 테라피센터, 로비라운지(섭지), 한식당(일출봉), 노래방(콩콩)과 가요주점(문라이트) 등의 부대시설을 비롯한 편의점(CU)와 PC방, 테디베어, 허브, 기념품샵 등의 편의시설을 갖추고 있다. 휘닉스 제주의 유원지인 ‘섭지코지’ 의 해안 절경을 만끽할 수 있음은 물론, 전동카트, 자전거, 해마열차, 꽃마차 등 레포츠 시설도 마련되어 있다.<br>",휘닉스 제주 섭지코지,,63642,064-731-7000~5
322836,12,제주특별자치도 서귀포시 남원읍 신례동로 256,http://tong.visitkorea.or.kr/cms/resource/02/2038802_image2_1.jpg,"휴애리자연생활공원은 제주 속의 작은 제주라는 표현이 무색할 정도로 가장 제주적이면서도 아름다운 향토 공원으로 한라산 자락이 손끝에 잡힐 듯한 곳에 있는 건강한 쉼과 제주의 향기가 살아 숨쉬는 자연생활체험공원이다. <br />
체험프로그램으로는 미끄럼틀 타는 흑돼지야 놀자 먹이주기체험, 감귤이 성장하는 과정을 보며 직접 감귤을 따는 감귤체험, “KBS 슈퍼맨이 돌아왔다” 타블로와 하루가 체험하고 간 승마체험, 제주 생활가축 먹이주기체험(산토끼, 다람쥐, 흑염소, 산양), 장수풍뎅이, 나비, 사슴벌레 직접 관찰해 보는 곤충테마체험관을 즐길 수 있다. <br />
 또한, 미꾸라지 잡기체험, 자연수영장, 돌탑쌓기 체험, 야생화 올레길 체험, 화산송이 맨발 체험, 전통놀이체험 등 다양한 프로그램이 운영되고 있는 복합 문화 공간으로 제주 문화를 이해하고 느낄 수 있다. <br>",휴애리자연생활공원,"휴애리자연생활공원 <a href=""http://www.hueree.com"" target=""_blank"" title=""새창 : 휴애리자연생활공원 홈페이지로 이동"""">http://www.hueree.com</a>",63608,064-732-2114
1019491,39,제주특별자치도 제주시 한라대학로 11,http://tong.visitkorea.or.kr/cms/resource/32/1023932_image2_1.jpg,"KBS 고향이 보인다, SBS 맛대맛, 일본 남해방송 등 국내외 TV 프로그램에서 여러차례 소개된 제주도의 소문난 맛집인 제주 흑돈가는 제주 청정 흑돼지 전문점으로 참숯을 사용한 직화구이로 흑돼지의 담백하고 고소한 맛을 살려준다. 흑돈가에서는 최고 품질의 제주 청정 흑돼지만을 사용하며,깔끔하고 세련된 실내공간은 그 맛을 더욱 돋보이게 한다.<br>",흑돈가,,63088,064-747-0088
1018723,39,제주특별자치도 서귀포시 천제연로 101,,"제주 중문관광단지 입구에 위치한 흑돼지구이 전문점 하영은 깔끔한 인테리어와 여유있는 공간에서 최상급의 흑돼지 요리를 맛볼 수 있는 곳이다. 넓은 실내공간으로 인해 단체나 가족 모임, 일반 여행객 등 누구나 부담없이 편하게 식사를 즐길 수 있으며, 더욱이 도로보다 약간 높은 지대의 언덕에 위치하고 있어 중문 앞바다와 관광단지 일대 등 제주의 아름다운 전망을 감상하며 식사를 즐길 수 있는 또다른 매력이 있다. <br>",흑돼지구이집 하영,,63534,064-738-6011
135867,39,제주특별자치도 제주시 연화로2길 20-1,http://tong.visitkorea.or.kr/cms/resource/42/1937242_image2_1.jpg,"순수 토종 말만을 사용하는 흑마가든은 제주시 연동에 자리하고 있다. 대장금에 나오는 “하늘엔 용고기요, 지상엔 말고기가 최고다”는 대사처럼 그 맛이 뛰어 나고 효능이 탁월한데 특히 제주 말은 질병에 강해서 항생제를 거의 쓰지  않아  그 맛이 더 좋다. 흑마가든에서는 저지방 고단백 식품으로 질기지 않고  부드러운 마회, 섬유질이 많고 냄새가 없으며 쫄깃쫄깃한 육질이 일품인 마육회, 얇게 썰어 입에서 살살 녹는 그 맛에 모든 사람들이 좋아하는 영양만점의 마구이, 매콤하고 지방이 적어 담백한 맛을 느낄 수 있는 갈비찜정식 등 다양한 말고기 요리를 맛 볼 수 있다.<br>",흑마가든,,63140,064-712-3532
1823088,39,제주특별자치도 서귀포시 일주동로 8421,http://tong.visitkorea.or.kr/cms/resource/94/1786494_image2_1.jpg,"[제주도 서귀포시 토평동 흑한우명품관]<br />
흑한우명품관은 서귀포시 축산농협에서 운영하는 흑한우 정육식당이다. 흑한우명품관 1층은 정육판매점으로 흑한우 및 다양한 종류의 고기를 판매하고 있으며, 2층은 식당으로 흑한우를 맛볼 수 있다. <br>",흑한우명품관,,63598,064-732-1486
1890857,12,제주특별자치도 제주시 아라이동 산 67번지,,"한라산국립공원내에 제주시 아라동과 조천읍 교래리의 경계에 위치한 오름으로, 한라산 백록담을 중심으로 동부 산록상에서는 가장 높고,  한라산 정상에 가장 가까운 오름이다.<br />
전체적인 형태는 동쪽으로 벌어진 말굽형 화구를 이루고, 화구 방향에 속칭 숫오름이라 불리는 돌오름이 마주해 있다. 화구의 잔디로 된 사면에는 시로미, 그 아래로 구상나무 등 고산식물이 자라고 있으며 오름 등성마루에서는 흰진달래 자생목이 발견된 바 있다.<br />
돌오름(숫오름)과 비교하여 옥문형이라 일컬어지는 말굽형화구 깊숙한 곳에는 샘이 있는데, 이 샘은 기생화산 화구내의 샘으로서는 가장 높은 고도에 위치해 있는 샘이다.<br />
※ 오름명의 유래오름의 흙이 매우 붉음으로 마을에서는 예전부터 흙붉은오름이라 부르고 있으며 한자로는 그 뜻을 빌어 土赤岳(토적악)이라 표기하고 있다.<br>",흙붉은오름,"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63243,
1865806,39,제주특별자치도 제주시 서광로13길 3,,"농가와 직접 거래를 해서 저렴한 가격에 음식을 제공하며, 청결한 주방을 유지하고 있다. 양파, 대파, 표고버섯, 다시마, 무, 멸치 등을 이용한 천연조미료를 써서 국물맛이 좋다.<br>",1080칼국수,,63183,064-759-1089
1861656,12,제주특별자치도 서귀포시 색달동 산 1-1,,1100고지는 제주시와 서귀포시 중문동을 잇는 1100 도로의 가장 높은 곳에 위치해 있으며 우리나라에서 가장 높은 곳에 위치한 국도로 유명했던 곳이다. 한라산의 아름다운 모습을 쉽게 감상할 수 있어 관광객들이 즐겨 찾는 곳이기도 하다. 1100 도로에 인접한 1100 습지탐방로를 한 바퀴 돌며 습지생태계를 관찰 할 수 있으며 맑은 공기를 마음껏 마실 수 있다. 더불어 시시각각으로 변하는 한라산의 날씨를 체험하기에도 좋은 곳이다.<br>,1100고지습지,"제주 문화관광 <a title=""새창 : 제주 문화관광 홈페이지로 이동"" href=""http://www.jejutour.go.kr"" target=""_blank"">http://www.jejutour.go.kr</a>",63554,
2359240,39,제주특별자치도 제주시 제원길 7,http://tong.visitkorea.or.kr/cms/resource/79/2046579_image2_1.jpg,"100% 제주산 생돼지고기를 600g 단위로 판매하는 근고기 전문점이다. 제주공항, 제주도청 인근에 위치하여 관광객들이 이용하기에 편리하다.<br>",88돼지,,63129,064-711-9947
397643,32,제주특별자치도 서귀포시 성산읍 중산간동로 4328-63,http://tong.visitkorea.or.kr/cms/resource/55/1933155_image2_1.jpg,"제주 서귀포시 성산읍에 위치한 C&P리조트 유스호스텔은 멀리서 바라보면 마치 지중해에 온 듯한 느낌을 주는 유스호스텔이다. 실내 장식 또한 섬세하여 가족들이 편안한 여행을 즐길 수 있다. 성산일출봉, 섭지코지, 미천굴 일출랜드가 가깝고 근처에 표선 해수욕장이 있다.<br>",C&P리조트 유스호스텔,,63635,064-784-7701
974839,32,제주특별자치도 제주시 한경면 금등3길 25,http://tong.visitkorea.or.kr/cms/resource/58/1933158_image2_1.jpg,"igh는 신혼 및 연인 전문 이색 숙소 숙박업 지정 등록업체로써, 제주청정지역인 금등과 판포 앞바다를 향해 정면으로 세워져 있어서 바다 전망이 좋다. 전 객실 모두 바다전망이면서 멋진 비양도 섬도 한눈에 보이고 igh 건물 뒤로는 한라산을 등지고 있기 때문에 최고의 전망을 가지고 있다.<br>",IGH펜션,,63003,010-8664-3340
2469465,12,제주특별자치도 제주시 복지로1길 8,http://tong.visitkorea.or.kr/cms/resource/65/2465865_image2_1.jpg,"<strong>제주섬 방송국에 혼저옵서예</strong> <br />
제주 도청 옆에 위치한 KBS제주방송총국은 5세 이상 단체를 대상으로 견학 프로그램을 진행하고 있다. 방송 제작 현장을 직, 간접적으로 체험하고, 청사 일부 시설을 둘러보고, 다양한 문화행사도 참여해 볼 수 있다.<br>",KBS 제주,"KBS 제주 <a title=""새창: KBS제주 홈페이지로 이동"" href=""http://jeju.kbs.co.kr/"" target=""_blank"">http://jeju.kbs.co.kr</a>",63220,
1620910,12,제주특별자치도 서귀포시 월드컵로 31,http://tong.visitkorea.or.kr/cms/resource/23/1617123_image2_1.jpg,"SOS박물관(구, 익스트림아일랜드)는 3차원 입체영상물을 대형스크린(14m×8m)을 통해 즐기는 동시에 시뮬레이터의 역동적인 기계적 움직임과 바람, 연기 등 4D 특수효과를 가미하여 가상체험의 현실감을 극대화 시키는 시설로서, 최첨단 기계설비(SimEX! Iwerks)와 영상음향(DLP, 5.1CH.-DOLBY) 시스템을 결합하여 탄생하게 되는 첨단과학기술의 체험교육공간이다.<br>",SOS박물관,"SOS박물관 <a href=""http://www.seriworld.co.kr/index.php?mid=KR03
"" target=""_blank"" title=""새창 : SOS박물관 홈페이지로 이동"">http://www.seriworld.co.kr</a>",63572,
1905280,32,제주특별자치도 서귀포시 문필로35번길 46,,"더 베이 제주리조트는 한라산 정상에서부터 시작된 능선이 푸른 바다에 이르기까지의 경관을 한눈에 볼 수 있는 지리적 위치에 자리잡고 있다.<br />
또한 일상에 지친 몸과 마음을 치유하기에 좋은 환경여건들만을 고려하여 선택한 곳이다.<br />
제주 올레길 코스 중 하나인 서러울 올레 6코스와 백두산 천지를 축소해 놓은 듯한 제주의 숨은 비경 '소천지'가 리조트 바로 앞에 있다.<br /><br>",The Bay 리조트 (더 베이 리조트),,63599,"064-732-8500, 064-732-8118"
750731,39,제주특별자치도 제주시 애월읍 애월해안로 765,http://tong.visitkorea.or.kr/cms/resource/65/725865_image2_1.jpg, UFO 카페&펜션은 제주도에서 바다와 가장 가까이에 위치한 이색 숙소이자 레스토랑이다. <br />제주 국제공항에서 20분 거리에 있는 하귀 해안도로 변에 위치하고 있으며 눈 앞에 펼쳐진 바다와 환상적인 노을을 감상할 수 있는 곳이기도 하다. <br />1층과 2층이 각각 카페와 이색 숙소로 꾸며져 있다. <br>,UFO 카페&펜션,,63050,064-744-0600
139856,32,제주특별자치도 서귀포시 중산간서로 241,http://tong.visitkorea.or.kr/cms/resource/02/561502_image2_1.jpg,"중문해수욕장에 위치한 JJ하우스는 친환경 소재인 천연옥을 가공하여 건축 소재로 사용한 친환경적인 펜션이라는 점이 독특하다. 8개의 동으로 나눠진 펜션 건물은 17평, 35평 객실이 총 23개 준비되어 있으며 각 동들이 개별적으로 위치하여 조용하게 휴식을 취할 수 있다. 마치 작은 동화 마을에 온 것 같이 건물이 배치되어 있어 머무는 내내 즐거움을 선사한다. 펜션 주변에는 중문 관광단지, 여미지식물원, 천지연 폭포, 한라산, 월드컵 경기장 등이 인접해 있어 함께 둘러보기에도 좋다.",jj하우스,,63558,064-739-7891
126460,12,제주특별자치도 제주시 관덕로 19,http://tong.visitkorea.or.kr/cms/resource/52/197752_image2_1.jpg,"제주도내에서 가장 오래된 건축물 중의 하나인 관덕정은 보물 제322호로서 조선 시대 세종 30년(1448)에 목사 신숙청이 사졸들을 훈련시키고 상무 정신을 함양할 목적으로 이 건물을 세웠다. 관덕정이란 이름은 [사이관덕]이란 문구에서 나온 것으로 활을 쏘는 것은 평화시에는 심신을 연마하고 유사시에는 나라를 지키는 까닭에 이를 보는 것은 덕행으로 태어난 곳이다. 대들보에는 십장생도, 적벽대첩도, 대수렵도 등의 격조높은 벽화가 그려져 있고, 편액은 안평대군의 친필로 전해오고 있다.<br>",관덕정(제주),"제주 문화관광 <a href=""http://www.jejutour.go.kr"" target=""_blank"" title=""제주 문화관광 사이트로 이동"">http://www.jejutour.go.kr</a><br />
문화재청 <a href=""http://www.cha.go.kr"" target=""_blank"" title=""문화재청 사이트로 이동"">http://www.cha.go.kr</a>",63166,
126456,12,제주특별자치도 제주시 산록북로 660,http://tong.visitkorea.or.kr/cms/resource/92/1618292_image2_1.jpg,"제주시 아라동 한라산 동북쪽에 기슭에 있다. 언제 누가 창건했는지 알 수 없다. 
 조선 숙종때 제주목사였던 이형상이 제주에 잡신이 많다고 하여 사당과 함께 절 5백동을
 폐사시켰을 때 폐허가 되었다. 
 그 뒤 1912년 비구니 봉려관이 다시 창건하여 법정암이라고 했다. 봉려관은 원래 떠돌이
 무당이었으나 1901년 비앙도로 가던 중 우연히 풍랑을 만나 죽을 지경이 되었는데, 관음보살의 신력으로 살아나게 되었다.  
 이에 감응하여 비구니가 되어 이 절을 짓고 불상을 모셨다. 
 한 때 주민의 반대로 한라산으로 피신을 했는데, 1912년 승려 영봉과  지사 도월의 도움으로 법정암을 창건했다. 그 뒤로 신도가 늘어나자 절 이름을 관음사로 바꿨다. 
 조계종의 제 23교구 본사로 웅장한 모습을 하고 있다. 
 1964년 중건하여 오늘에 이르고 있는데,  한라산 등산의 기점 지역이라 사람들의 발길이 잦다. <br>",관음사(제주),"관음사 <a href=""http://www.jejugwaneumsa.or.kr/"" target=""_blank"" title=""새창 : 관음사 사이트로 이동"">http://www.jejugwaneumsa.or.kr</a>",63244,064-724-6830
